VM,PowerState,OS according to the configuration file,CPUs,Memory,Provisioned (GB),Used (GB),Datacenter,Cluster,Host,Network #1,IP Address #1,Folder
app-13514,poweredOn,centos 7.9,2,9216,150,75.0,dc2,cl-app,cl-app-esx01,dvPG-vlan83,10.20.37.127,/dev/app
app-13515,poweredOn,rhel 8.6,3,4096,169,84.5,dc1,cl-app,cl-app-esx01,dvPG-vlan83,10.10.5.6,/prod/app
db-13517,poweredOn,oracle linux 8.6,14,35840,474,237.0,dc2,cl-db,cl-db-esx01,dvPG-vlan61,10.20.43.78,/staging/db
db-13518,poweredOn,centos 7.9,16,39936,458,229.0,dc2,cl-db,cl-db-esx01,dvPG-vlan10,10.20.57.47,/prod/db
srv-13519,poweredOn,debian 11,3,8192,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan24,10.30.18.78,/prod/general
srv-13520,poweredOn,centos 7.9,6,16384,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan41,10.10.29.71,/staging/general
app-13521,poweredOn,rhel 8.6,7,4096,163,81.5,dc1,cl-app,cl-app-esx01,dvPG-vlan13,10.10.20.65,/prod/app
srv-13522,poweredOn,2019,2,5120,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan16,10.10.8.123,/staging/general
srv-13523,poweredOn,debian 11,7,15360,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan66,10.10.50.188,/prod/general
app-13526,poweredOn,ubuntu 22.04,4,9216,152,76.0,dc1,cl-app,cl-app-esx01,dvPG-vlan40,10.10.45.23,/prod/app
db-13528,poweredOn,oracle linux 8.6,9,50176,478,239.0,dc2,cl-db,cl-db-esx01,dvPG-vlan18,10.20.19.199,/prod/db
app-13529,poweredOn,centos 7.9,3,14336,135,67.5,dc2,cl-app,cl-app-esx01,dvPG-vlan68,10.20.3.240,/prod/app
cache-13530,poweredOn,centos 7.9,4,22528,40,20.0,dc1,cl-cache,cl-cache-esx01,dvPG-vlan85,10.10.26.130,/prod/cache
db-13531,poweredOn,centos 7.9,15,49152,453,226.5,dc1,cl-db,cl-db-esx01,dvPG-vlan47,10.10.33.61,/prod/db
app-13532,poweredOn,centos 7.9,5,12288,179,89.5,dc1,cl-app,cl-app-esx01,dvPG-vlan31,10.10.7.177,/prod/app
web-13533,poweredOn,centos 8.4,2,5120,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan85,10.10.8.115,/prod/web
app-13534,poweredOn,centos 7.9,4,16384,142,71.0,dc2,cl-app,cl-app-esx01,dvPG-vlan73,10.20.22.11,/dev/app
app-13535,poweredOn,ubuntu 22.04,5,10240,165,82.5,dc2,cl-app,cl-app-esx01,dvPG-vlan47,10.20.18.210,/prod/app
app-13536,poweredOn,centos 7.9,2,10240,177,88.5,dc1,cl-app,cl-app-esx01,dvPG-vlan73,10.10.12.139,/prod/app
db-13537,poweredOn,oracle linux 8.6,10,41984,455,227.5,dc1,cl-db,cl-db-esx01,dvPG-vlan64,10.10.14.245,/dev/db
app-13538,poweredOn,centos 7.9,3,4096,136,68.0,dc2,cl-app,cl-app-esx01,dvPG-vlan24,10.20.5.127,/staging/app
app-13539,poweredOn,centos 7.9,2,8192,144,72.0,dc2,cl-app,cl-app-esx01,dvPG-vlan75,10.20.39.107,/staging/app
app-13540,poweredOn,centos 7.9,6,13312,158,79.0,dc1,cl-app,cl-app-esx01,dvPG-vlan57,10.10.7.144,/prod/app
app-13541,poweredOn,ubuntu 22.04,3,9216,144,72.0,dc1,cl-app,cl-app-esx01,dvPG-vlan24,10.10.1.122,/staging/app
srv-13542,poweredOn,centos 7.9,8,11264,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan87,10.10.46.113,/prod/general
srv-13543,poweredOn,ubuntu 22.04,4,8192,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan24,10.10.31.239,/staging/general
srv-13544,poweredOn,ubuntu 22.04,8,8192,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan43,10.10.39.153,/staging/general
app-13545,poweredOn,centos 7.9,5,8192,150,75.0,dc1,cl-app,cl-app-esx01,dvPG-vlan69,10.10.13.231,/prod/app
app-13546,poweredOn,rhel 8.6,5,8192,152,76.0,dc2,cl-app,cl-app-esx01,dvPG-vlan63,10.20.24.12,/prod/app
srv-13547,poweredOn,2019,8,10240,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan86,10.10.45.81,/prod/general
db-13548,poweredOn,centos 7.9,14,45056,499,249.5,dc1,cl-db,cl-db-esx01,dvPG-vlan19,10.10.18.80,/prod/db
srv-13549,poweredOn,centos 7.9,3,7168,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan88,10.10.1.203,/dev/general
db-13550,poweredOn,oracle linux 8.6,8,45056,454,227.0,dc1,cl-db,cl-db-esx01,dvPG-vlan25,10.10.14.123,/prod/db
srv-13551,poweredOn,2019,8,13312,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan66,10.10.9.223,/prod/general
app-13553,poweredOn,rhel 8.6,4,13312,147,73.5,dc3,cl-app,cl-app-esx01,dvPG-vlan24,10.30.3.132,/prod/app
db-13554,poweredOn,centos 7.9,15,32768,453,226.5,dc1,cl-db,cl-db-esx01,dvPG-vlan70,10.10.12.104,/dev/db
app-13555,poweredOn,ubuntu 22.04,4,15360,170,85.0,dc1,cl-app,cl-app-esx01,dvPG-vlan29,10.10.50.205,/staging/app
app-13556,poweredOn,ubuntu 22.04,8,10240,150,75.0,dc1,cl-app,cl-app-esx01,dvPG-vlan87,10.10.60.221,/staging/app
app-13557,poweredOn,centos 7.9,4,12288,158,79.0,dc1,cl-app,cl-app-esx01,dvPG-vlan68,10.10.27.4,/staging/app
srv-13558,poweredOn,ubuntu 22.04,7,14336,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan72,10.10.7.204,/prod/general
app-13559,poweredOn,ubuntu 22.04,4,14336,159,79.5,dc1,cl-app,cl-app-esx01,dvPG-vlan71,10.10.35.92,/staging/app
app-13561,poweredOn,ubuntu 22.04,3,14336,140,70.0,dc2,cl-app,cl-app-esx01,dvPG-vlan80,10.20.52.128,/prod/app
srv-13562,poweredOn,debian 11,8,13312,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan36,10.20.27.131,/prod/general
app-13563,poweredOn,ubuntu 22.04,7,8192,139,69.5,dc1,cl-app,cl-app-esx01,dvPG-vlan72,10.10.11.96,/prod/app
web-13564,poweredOn,centos 8.4,2,8192,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan53,10.10.43.35,/prod/web
mon-13565,poweredOn,ubuntu 22.04,2,4096,40,20.0,dc1,cl-monitoring,cl-monitoring-esx01,dvPG-vlan48,10.10.30.197,/prod/monitoring
cache-13566,poweredOn,centos 7.9,4,20480,40,20.0,dc1,cl-cache,cl-cache-esx01,dvPG-vlan27,10.10.9.198,/prod/cache
web-13567,poweredOn,ubuntu 22.04,3,4096,40,20.0,dc2,cl-web,cl-web-esx01,dvPG-vlan83,10.20.35.77,/dev/web
app-13568,poweredOn,centos 7.9,4,12288,139,69.5,dc1,cl-app,cl-app-esx01,dvPG-vlan34,10.10.55.230,/staging/app
srv-13569,poweredOn,debian 11,6,7168,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan75,10.10.27.12,/prod/general
app-13570,poweredOn,ubuntu 22.04,7,10240,153,76.5,dc2,cl-app,cl-app-esx01,dvPG-vlan22,10.20.55.55,/dev/app
app-13572,poweredOn,centos 7.9,7,11264,146,73.0,dc1,cl-app,cl-app-esx01,dvPG-vlan19,10.10.52.105,/prod/app
srv-13573,poweredOn,ubuntu 22.04,2,12288,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan21,10.10.29.7,/prod/general
app-13574,poweredOn,rhel 8.6,2,16384,135,67.5,dc2,cl-app,cl-app-esx01,dvPG-vlan11,10.20.23.118,/dev/app
app-13575,poweredOn,ubuntu 22.04,6,11264,164,82.0,dc1,cl-app,cl-app-esx01,dvPG-vlan70,10.10.30.154,/dev/app
srv-13576,poweredOn,ubuntu 22.04,4,14336,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan27,10.10.18.146,/prod/general
srv-13577,poweredOn,ubuntu 22.04,8,11264,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan29,10.10.39.235,/prod/general
app-13578,poweredOn,ubuntu 22.04,5,14336,142,71.0,dc2,cl-app,cl-app-esx01,dvPG-vlan75,10.20.35.239,/prod/app
app-13580,poweredOn,rhel 8.6,8,10240,130,65.0,dc1,cl-app,cl-app-esx01,dvPG-vlan30,10.10.21.63,/prod/app
app-13581,poweredOn,centos 7.9,4,6144,149,74.5,dc1,cl-app,cl-app-esx01,dvPG-vlan56,10.10.30.124,/staging/app
app-13582,poweredOn,rhel 8.6,8,7168,177,88.5,dc1,cl-app,cl-app-esx01,dvPG-vlan90,10.10.58.129,/staging/app
db-13583,poweredOn,centos 7.9,9,51200,458,229.0,dc2,cl-db,cl-db-esx01,dvPG-vlan48,10.20.4.74,/prod/db
db-13585,poweredOn,oracle linux 8.6,9,56320,484,242.0,dc2,cl-db,cl-db-esx01,dvPG-vlan37,10.20.54.60,/staging/db
db-13586,poweredOn,centos 7.9,8,59392,470,235.0,dc2,cl-db,cl-db-esx01,dvPG-vlan26,10.20.27.76,/prod/db
app-13587,poweredOn,centos 7.9,4,13312,169,84.5,dc1,cl-app,cl-app-esx01,dvPG-vlan76,10.10.57.126,/dev/app
app-13588,poweredOn,rhel 8.6,7,4096,169,84.5,dc1,cl-app,cl-app-esx01,dvPG-vlan27,10.10.3.63,/prod/app
app-13589,poweredOn,ubuntu 22.04,5,7168,154,77.0,dc3,cl-app,cl-app-esx01,dvPG-vlan14,10.30.4.173,/prod/app
cache-13590,poweredOn,centos 7.9,4,22528,40,20.0,dc2,cl-cache,cl-cache-esx01,dvPG-vlan26,10.20.46.83,/staging/cache
srv-13591,poweredOn,centos 7.9,6,8192,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan73,10.20.10.51,/prod/general
app-13592,poweredOn,rhel 8.6,3,11264,160,80.0,dc1,cl-app,cl-app-esx01,dvPG-vlan70,10.10.31.100,/dev/app
app-13594,poweredOn,ubuntu 22.04,2,8192,153,76.5,dc1,cl-app,cl-app-esx01,dvPG-vlan38,10.10.15.79,/prod/app
mon-13595,poweredOn,ubuntu 22.04,3,7168,40,20.0,dc2,cl-monitoring,cl-monitoring-esx01,dvPG-vlan68,10.20.16.118,/staging/monitoring
web-13596,poweredOn,ubuntu 22.04,3,7168,40,20.0,dc2,cl-web,cl-web-esx01,dvPG-vlan67,10.20.57.229,/prod/web
srv-13597,poweredOn,centos 7.9,7,12288,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan50,10.20.44.154,/staging/general
app-13598,poweredOn,ubuntu 22.04,6,4096,147,73.5,dc2,cl-app,cl-app-esx01,dvPG-vlan74,10.20.59.68,/prod/app
web-13599,poweredOn,centos 8.4,4,6144,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan32,10.10.54.32,/staging/web
srv-13600,poweredOn,centos 7.9,7,16384,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan28,10.10.14.187,/prod/general
srv-13601,poweredOn,2019,6,15360,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan50,10.30.25.220,/prod/general
app-13602,poweredOn,rhel 8.6,3,10240,159,79.5,dc2,cl-app,cl-app-esx01,dvPG-vlan27,10.20.29.66,/staging/app
app-13603,poweredOn,centos 7.9,2,10240,157,78.5,dc1,cl-app,cl-app-esx01,dvPG-vlan57,10.10.16.124,/prod/app
srv-13604,poweredOn,ubuntu 22.04,7,10240,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan53,10.30.4.18,/prod/general
app-13606,poweredOn,rhel 8.6,6,9216,163,81.5,dc1,cl-app,cl-app-esx01,dvPG-vlan64,10.10.12.144,/prod/app
srv-13607,poweredOn,ubuntu 22.04,2,11264,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan18,10.10.1.40,/prod/general
cache-13608,poweredOn,centos 7.9,4,24576,40,20.0,dc1,cl-cache,cl-cache-esx01,dvPG-vlan10,10.10.25.75,/prod/cache
db-13609,poweredOn,centos 7.9,14,55296,476,238.0,dc2,cl-db,cl-db-esx01,dvPG-vlan60,10.20.17.82,/prod/db
app-13610,poweredOn,ubuntu 22.04,6,4096,174,87.0,dc2,cl-app,cl-app-esx01,dvPG-vlan62,10.20.1.141,/staging/app
srv-13611,poweredOn,debian 11,3,12288,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan60,10.10.55.41,/staging/general
app-13612,poweredOn,rhel 8.6,5,9216,158,79.0,dc1,cl-app,cl-app-esx01,dvPG-vlan60,10.10.38.120,/prod/app
srv-13613,poweredOn,debian 11,8,13312,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan16,10.20.47.109,/prod/general
app-13614,poweredOn,centos 7.9,6,13312,154,77.0,dc1,cl-app,cl-app-esx01,dvPG-vlan49,10.10.7.24,/prod/app
app-13615,poweredOn,rhel 8.6,2,12288,144,72.0,dc1,cl-app,cl-app-esx01,dvPG-vlan31,10.10.52.57,/prod/app
web-13616,poweredOn,centos 8.4,4,5120,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan83,10.10.3.74,/prod/web
db-13617,poweredOn,centos 7.9,14,37888,467,233.5,dc1,cl-db,cl-db-esx01,dvPG-vlan66,10.10.21.168,/prod/db
srv-13618,poweredOn,ubuntu 22.04,3,6144,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan88,10.10.1.44,/prod/general
app-13619,poweredOn,centos 7.9,5,10240,174,87.0,dc1,cl-app,cl-app-esx01,dvPG-vlan79,10.10.29.66,/prod/app
app-13620,poweredOn,ubuntu 22.04,4,8192,146,73.0,dc2,cl-app,cl-app-esx01,dvPG-vlan37,10.20.49.235,/staging/app
db-13621,poweredOn,oracle linux 8.6,13,38912,480,240.0,dc2,cl-db,cl-db-esx01,dvPG-vlan44,10.20.54.49,/prod/db
app-13622,poweredOn,ubuntu 22.04,8,5120,155,77.5,dc2,cl-app,cl-app-esx01,dvPG-vlan35,10.20.48.236,/prod/app
app-13623,poweredOn,ubuntu 22.04,4,10240,166,83.0,dc1,cl-app,cl-app-esx01,dvPG-vlan12,10.10.2.4,/dev/app
db-13624,poweredOn,oracle linux 8.6,15,35840,454,227.0,dc2,cl-db,cl-db-esx01,dvPG-vlan50,10.20.41.46,/dev/db
app-13625,poweredOn,centos 7.9,8,13312,149,74.5,dc2,cl-app,cl-app-esx01,dvPG-vlan54,10.20.4.137,/prod/app
srv-13626,poweredOn,centos 7.9,4,4096,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan56,10.20.27.127,/prod/general
mon-13627,poweredOn,ubuntu 22.04,4,5120,40,20.0,dc1,cl-monitoring,cl-monitoring-esx01,dvPG-vlan52,10.10.3.149,/prod/monitoring
srv-13628,poweredOn,centos 7.9,4,12288,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan35,10.20.56.142,/prod/general
app-13629,poweredOn,rhel 8.6,8,16384,154,77.0,dc1,cl-app,cl-app-esx01,dvPG-vlan63,10.10.36.128,/prod/app
app-13630,poweredOn,rhel 8.6,8,10240,159,79.5,dc2,cl-app,cl-app-esx01,dvPG-vlan87,10.20.43.218,/dev/app
app-13631,poweredOn,centos 7.9,3,12288,171,85.5,dc3,cl-app,cl-app-esx01,dvPG-vlan82,10.30.8.50,/prod/app
app-13632,poweredOn,rhel 8.6,2,5120,160,80.0,dc1,cl-app,cl-app-esx01,dvPG-vlan15,10.10.50.115,/prod/app
srv-13634,poweredOn,2019,6,6144,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan11,10.20.6.44,/staging/general
app-13635,poweredOn,centos 7.9,7,15360,130,65.0,dc2,cl-app,cl-app-esx01,dvPG-vlan66,10.20.48.141,/prod/app
web-13636,poweredOn,ubuntu 22.04,4,7168,40,20.0,dc2,cl-web,cl-web-esx01,dvPG-vlan45,10.20.14.2,/prod/web
web-13637,poweredOn,ubuntu 22.04,4,7168,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan54,10.10.40.205,/dev/web
srv-13638,poweredOn,centos 7.9,8,10240,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan42,10.10.14.203,/dev/general
srv-13639,poweredOn,debian 11,8,5120,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan74,10.20.35.65,/prod/general
app-13640,poweredOn,ubuntu 22.04,6,8192,148,74.0,dc1,cl-app,cl-app-esx01,dvPG-vlan82,10.10.16.148,/prod/app
app-13641,poweredOn,ubuntu 22.04,3,5120,171,85.5,dc1,cl-app,cl-app-esx01,dvPG-vlan26,10.10.4.228,/prod/app
cache-13642,poweredOn,centos 7.9,4,29696,40,20.0,dc1,cl-cache,cl-cache-esx01,dvPG-vlan16,10.10.17.10,/dev/cache
srv-13643,poweredOn,debian 11,2,11264,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan60,10.10.2.205,/dev/general
web-13644,poweredOn,centos 8.4,2,6144,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan61,10.10.34.181,/prod/web
app-13645,poweredOn,rhel 8.6,5,13312,180,90.0,dc1,cl-app,cl-app-esx01,dvPG-vlan64,10.10.40.5,/prod/app
db-13646,poweredOn,oracle linux 8.6,16,59392,464,232.0,dc1,cl-db,cl-db-esx01,dvPG-vlan88,10.10.37.74,/prod/db
db-13647,poweredOn,centos 7.9,14,43008,454,227.0,dc3,cl-db,cl-db-esx01,dvPG-vlan15,10.30.55.62,/prod/db
app-13648,poweredOn,rhel 8.6,7,12288,156,78.0,dc1,cl-app,cl-app-esx01,dvPG-vlan28,10.10.2.132,/prod/app
app-13649,poweredOn,rhel 8.6,5,11264,154,77.0,dc1,cl-app,cl-app-esx01,dvPG-vlan76,10.10.15.229,/prod/app
srv-13650,poweredOn,2019,6,9216,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan82,10.10.60.25,/staging/general
db-13651,poweredOn,centos 7.9,10,55296,484,242.0,dc1,cl-db,cl-db-esx01,dvPG-vlan59,10.10.13.41,/prod/db
cache-13652,poweredOn,centos 7.9,4,25600,40,20.0,dc1,cl-cache,cl-cache-esx01,dvPG-vlan30,10.10.48.150,/dev/cache
app-13653,poweredOn,ubuntu 22.04,4,9216,160,80.0,dc1,cl-app,cl-app-esx01,dvPG-vlan35,10.10.54.124,/prod/app
app-13654,poweredOn,ubuntu 22.04,5,5120,139,69.5,dc2,cl-app,cl-app-esx01,dvPG-vlan23,10.20.21.131,/prod/app
app-13655,poweredOn,centos 7.9,5,7168,173,86.5,dc1,cl-app,cl-app-esx01,dvPG-vlan50,10.10.1.209,/prod/app
app-13656,poweredOn,rhel 8.6,3,6144,142,71.0,dc2,cl-app,cl-app-esx01,dvPG-vlan57,10.20.57.191,/prod/app
srv-13657,poweredOn,debian 11,4,5120,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan23,10.20.24.32,/prod/general
db-13658,poweredOn,centos 7.9,8,45056,484,242.0,dc1,cl-db,cl-db-esx01,dvPG-vlan31,10.10.35.46,/dev/db
app-13659,poweredOn,centos 7.9,7,11264,142,71.0,dc2,cl-app,cl-app-esx01,dvPG-vlan31,10.20.16.24,/prod/app
app-13660,poweredOn,centos 7.9,6,7168,131,65.5,dc1,cl-app,cl-app-esx01,dvPG-vlan27,10.10.55.29,/prod/app
web-13661,poweredOn,centos 8.4,3,4096,40,20.0,dc3,cl-web,cl-web-esx01,dvPG-vlan21,10.30.45.93,/prod/web
web-13662,poweredOn,centos 8.4,3,8192,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan49,10.10.14.161,/staging/web
db-13663,poweredOn,oracle linux 8.6,16,50176,494,247.0,dc3,cl-db,cl-db-esx01,dvPG-vlan78,10.30.43.55,/dev/db
app-13664,poweredOn,rhel 8.6,7,4096,162,81.0,dc2,cl-app,cl-app-esx01,dvPG-vlan13,10.20.43.180,/prod/app
web-13665,poweredOn,centos 8.4,2,5120,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan83,10.10.6.145,/prod/web
db-13666,poweredOn,centos 7.9,8,60416,453,226.5,dc2,cl-db,cl-db-esx01,dvPG-vlan42,10.20.34.182,/prod/db
srv-13667,poweredOn,debian 11,7,6144,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan57,10.10.22.194,/prod/general
app-13668,poweredOn,rhel 8.6,7,14336,162,81.0,dc3,cl-app,cl-app-esx01,dvPG-vlan47,10.30.29.87,/dev/app
app-13669,poweredOn,rhel 8.6,3,5120,165,82.5,dc1,cl-app,cl-app-esx01,dvPG-vlan33,10.10.10.168,/prod/app
app-13670,poweredOn,rhel 8.6,2,16384,172,86.0,dc2,cl-app,cl-app-esx01,dvPG-vlan13,10.20.20.122,/prod/app
srv-13671,poweredOn,2019,3,10240,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan21,10.10.38.181,/prod/general
web-13673,poweredOn,centos 8.4,3,6144,40,20.0,dc3,cl-web,cl-web-esx01,dvPG-vlan87,10.30.16.208,/prod/web
srv-13674,poweredOn,centos 7.9,4,7168,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan77,10.20.30.58,/prod/general
app-13677,poweredOn,centos 7.9,6,9216,145,72.5,dc1,cl-app,cl-app-esx01,dvPG-vlan42,10.10.45.209,/prod/app
app-13679,poweredOn,rhel 8.6,3,16384,141,70.5,dc2,cl-app,cl-app-esx01,dvPG-vlan58,10.20.7.207,/prod/app
app-13680,poweredOn,ubuntu 22.04,7,9216,167,83.5,dc2,cl-app,cl-app-esx01,dvPG-vlan41,10.20.12.101,/staging/app
app-13681,poweredOn,ubuntu 22.04,5,8192,157,78.5,dc1,cl-app,cl-app-esx01,dvPG-vlan61,10.10.16.133,/prod/app
app-13682,poweredOn,ubuntu 22.04,4,9216,171,85.5,dc3,cl-app,cl-app-esx01,dvPG-vlan72,10.30.40.222,/prod/app
app-13683,poweredOn,centos 7.9,6,15360,177,88.5,dc1,cl-app,cl-app-esx01,dvPG-vlan34,10.10.21.143,/prod/app
srv-13684,poweredOn,2019,2,16384,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan39,10.10.12.53,/prod/general
srv-13686,poweredOn,ubuntu 22.04,6,11264,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan81,10.10.25.46,/prod/general
srv-13687,poweredOn,debian 11,6,12288,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan36,10.10.9.63,/dev/general
srv-13688,poweredOn,2019,7,4096,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan40,10.20.39.124,/prod/general
web-13689,poweredOn,ubuntu 22.04,4,8192,40,20.0,dc3,cl-web,cl-web-esx01,dvPG-vlan50,10.30.41.175,/prod/web
srv-13690,poweredOn,2019,3,4096,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan31,10.10.51.45,/prod/general
cache-13691,poweredOn,centos 7.9,4,26624,40,20.0,dc2,cl-cache,cl-cache-esx01,dvPG-vlan86,10.20.17.51,/staging/cache
cache-13692,poweredOn,centos 7.9,4,27648,40,20.0,dc2,cl-cache,cl-cache-esx01,dvPG-vlan13,10.20.6.66,/prod/cache
app-13693,poweredOn,centos 7.9,2,4096,139,69.5,dc2,cl-app,cl-app-esx01,dvPG-vlan11,10.20.15.82,/prod/app
app-13694,poweredOn,centos 7.9,8,15360,151,75.5,dc2,cl-app,cl-app-esx01,dvPG-vlan47,10.20.33.235,/prod/app
db-13695,poweredOn,oracle linux 8.6,10,59392,494,247.0,dc2,cl-db,cl-db-esx01,dvPG-vlan41,10.20.12.189,/staging/db
srv-13696,poweredOn,centos 7.9,8,8192,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan60,10.10.11.49,/prod/general
app-13698,poweredOn,centos 7.9,6,12288,142,71.0,dc2,cl-app,cl-app-esx01,dvPG-vlan67,10.20.31.153,/prod/app
srv-13699,poweredOn,ubuntu 22.04,6,11264,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan78,10.10.36.52,/dev/general
app-13700,poweredOn,centos 7.9,3,13312,134,67.0,dc1,cl-app,cl-app-esx01,dvPG-vlan38,10.10.23.102,/prod/app
app-13701,poweredOn,centos 7.9,2,12288,131,65.5,dc1,cl-app,cl-app-esx01,dvPG-vlan42,10.10.34.160,/staging/app
srv-13702,poweredOn,2019,3,11264,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan36,10.20.45.221,/prod/general
srv-13704,poweredOn,centos 7.9,4,13312,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan64,10.30.2.110,/prod/general
app-13705,poweredOn,rhel 8.6,3,12288,153,76.5,dc1,cl-app,cl-app-esx01,dvPG-vlan33,10.10.1.221,/dev/app
app-13706,poweredOn,ubuntu 22.04,2,4096,137,68.5,dc2,cl-app,cl-app-esx01,dvPG-vlan37,10.20.22.69,/prod/app
srv-13707,poweredOn,ubuntu 22.04,3,11264,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan61,10.20.45.239,/prod/general
web-13708,poweredOn,centos 8.4,3,7168,40,20.0,dc2,cl-web,cl-web-esx01,dvPG-vlan52,10.20.34.124,/staging/web
app-13709,poweredOn,centos 7.9,7,13312,155,77.5,dc1,cl-app,cl-app-esx01,dvPG-vlan62,10.10.42.247,/staging/app
srv-13710,poweredOn,ubuntu 22.04,7,14336,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan82,10.20.3.222,/prod/general
srv-13711,poweredOn,ubuntu 22.04,2,11264,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan24,10.10.46.218,/prod/general
srv-13712,poweredOn,debian 11,2,10240,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan75,10.10.54.147,/staging/general
db-13713,poweredOn,oracle linux 8.6,12,64512,491,245.5,dc2,cl-db,cl-db-esx01,dvPG-vlan80,10.20.39.5,/prod/db
srv-13714,poweredOn,ubuntu 22.04,2,9216,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan86,10.20.60.118,/prod/general
app-13715,poweredOn,ubuntu 22.04,5,14336,176,88.0,dc1,cl-app,cl-app-esx01,dvPG-vlan14,10.10.24.89,/prod/app
app-13716,poweredOn,centos 7.9,6,10240,157,78.5,dc2,cl-app,cl-app-esx01,dvPG-vlan30,10.20.36.17,/prod/app
app-13718,poweredOn,ubuntu 22.04,2,8192,162,81.0,dc1,cl-app,cl-app-esx01,dvPG-vlan15,10.10.20.32,/prod/app
app-13720,poweredOn,rhel 8.6,5,7168,175,87.5,dc2,cl-app,cl-app-esx01,dvPG-vlan10,10.20.25.81,/prod/app
web-13721,poweredOn,centos 8.4,3,8192,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan82,10.10.26.26,/prod/web
app-13722,poweredOn,ubuntu 22.04,7,4096,160,80.0,dc1,cl-app,cl-app-esx01,dvPG-vlan90,10.10.31.191,/prod/app
srv-13723,poweredOn,centos 7.9,7,8192,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan70,10.10.16.170,/dev/general
app-13725,poweredOn,rhel 8.6,4,6144,162,81.0,dc1,cl-app,cl-app-esx01,dvPG-vlan44,10.10.47.212,/dev/app
app-13729,poweredOn,ubuntu 22.04,3,14336,154,77.0,dc1,cl-app,cl-app-esx01,dvPG-vlan75,10.10.56.226,/prod/app
app-13730,poweredOn,centos 7.9,7,15360,142,71.0,dc1,cl-app,cl-app-esx01,dvPG-vlan70,10.10.47.40,/prod/app
