VM,Network,IP Address,Connected,MAC Address
app-14104,dvPG-vlan90,10.20.29.180,TRUE,00:50:56:fa:fa:fa
cache-14105,dvPG-vlan24,10.10.46.65,TRUE,00:50:56:eb:eb:eb
web-14106,dvPG-vlan53,10.20.25.44,TRUE,00:50:56:d2:d2:d2
mon-14107,dvPG-vlan40,10.30.58.213,TRUE,00:50:56:93:93:93
app-14108,dvPG-vlan27,10.10.60.176,TRUE,00:50:56:c0:c0:c0
srv-14109,dvPG-vlan12,10.30.1.40,TRUE,00:50:56:8e:8e:8e
web-14110,dvPG-vlan39,10.10.10.4,TRUE,00:50:56:df:df:df
srv-14111,dvPG-vlan21,10.20.51.47,TRUE,00:50:56:f4:f4:f4
srv-14112,dvPG-vlan40,10.20.24.91,TRUE,00:50:56:d4:d4:d4
srv-14113,dvPG-vlan84,10.10.21.89,TRUE,00:50:56:12:12:12
app-14114,dvPG-vlan44,10.10.28.165,TRUE,00:50:56:40:40:40
app-14115,dvPG-vlan75,10.10.13.82,TRUE,00:50:56:65:65:65
web-14116,dvPG-vlan77,10.10.41.54,TRUE,00:50:56:4b:4b:4b
srv-14117,dvPG-vlan27,10.10.49.238,TRUE,00:50:56:18:18:18
app-14118,dvPG-vlan16,10.30.8.30,TRUE,00:50:56:c8:c8:c8
app-14119,dvPG-vlan90,10.10.26.225,TRUE,00:50:56:49:49:49
mon-14120,dvPG-vlan55,10.30.44.129,TRUE,00:50:56:5b:5b:5b
app-14122,dvPG-vlan24,10.10.3.82,TRUE,00:50:56:09:09:09
app-14123,dvPG-vlan32,10.10.31.189,TRUE,00:50:56:41:41:41
db-14124,dvPG-vlan64,10.30.35.158,TRUE,00:50:56:b5:b5:b5
app-14125,dvPG-vlan74,10.10.29.241,TRUE,00:50:56:70:70:70
app-14126,dvPG-vlan73,10.10.38.239,TRUE,00:50:56:4e:4e:4e
app-14127,dvPG-vlan79,10.30.17.106,TRUE,00:50:56:61:61:61
srv-14128,dvPG-vlan89,10.10.14.163,TRUE,00:50:56:c2:c2:c2
cache-14129,dvPG-vlan33,10.10.22.137,TRUE,00:50:56:d3:d3:d3
app-14130,dvPG-vlan67,10.10.56.67,TRUE,00:50:56:0a:0a:0a
db-14131,dvPG-vlan63,10.10.5.229,TRUE,00:50:56:c5:c5:c5
srv-14132,dvPG-vlan81,10.20.51.203,TRUE,00:50:56:7f:7f:7f
srv-14133,dvPG-vlan18,10.20.12.145,TRUE,00:50:56:af:af:af
db-14134,dvPG-vlan29,10.10.49.3,TRUE,00:50:56:a4:a4:a4
srv-14135,dvPG-vlan52,10.10.19.228,TRUE,00:50:56:f0:f0:f0
srv-14136,dvPG-vlan65,10.20.7.144,TRUE,00:50:56:eb:eb:eb
app-14137,dvPG-vlan29,10.10.45.99,TRUE,00:50:56:bf:bf:bf
db-14139,dvPG-vlan45,10.10.57.107,TRUE,00:50:56:e8:e8:e8
srv-14143,dvPG-vlan56,10.10.49.147,TRUE,00:50:56:12:12:12
db-14144,dvPG-vlan89,10.10.31.193,TRUE,00:50:56:73:73:73
app-14145,dvPG-vlan61,10.30.53.176,TRUE,00:50:56:8d:8d:8d
srv-14147,dvPG-vlan90,10.20.48.160,TRUE,00:50:56:01:01:01
app-14148,dvPG-vlan72,10.10.21.172,TRUE,00:50:56:5e:5e:5e
app-14149,dvPG-vlan88,10.10.25.28,TRUE,00:50:56:e4:e4:e4
web-14150,dvPG-vlan66,10.10.43.246,TRUE,00:50:56:69:69:69
srv-14151,dvPG-vlan41,10.10.44.186,TRUE,00:50:56:93:93:93
db-14152,dvPG-vlan18,10.20.53.45,TRUE,00:50:56:a5:a5:a5
srv-14153,dvPG-vlan32,10.10.14.246,TRUE,00:50:56:d6:d6:d6
srv-14154,dvPG-vlan54,10.30.12.85,TRUE,00:50:56:48:48:48
srv-14155,dvPG-vlan15,10.10.15.104,TRUE,00:50:56:72:72:72
web-14158,dvPG-vlan64,10.20.11.49,TRUE,00:50:56:a4:a4:a4
app-14159,dvPG-vlan45,10.10.25.187,TRUE,00:50:56:90:90:90
app-14160,dvPG-vlan46,10.30.3.36,TRUE,00:50:56:d6:d6:d6
app-14161,dvPG-vlan40,10.10.39.83,TRUE,00:50:56:6c:6c:6c
web-14162,dvPG-vlan22,10.10.60.79,TRUE,00:50:56:d9:d9:d9
web-14164,dvPG-vlan38,10.10.2.77,TRUE,00:50:56:9d:9d:9d
srv-14165,dvPG-vlan79,10.20.5.101,TRUE,00:50:56:90:90:90
app-14168,dvPG-vlan11,10.20.39.145,TRUE,00:50:56:50:50:50
db-14169,dvPG-vlan71,10.10.49.63,TRUE,00:50:56:42:42:42
app-14170,dvPG-vlan88,10.20.29.230,TRUE,00:50:56:6d:6d:6d
cache-14171,dvPG-vlan38,10.10.34.163,TRUE,00:50:56:8c:8c:8c
srv-14172,dvPG-vlan29,10.20.13.92,TRUE,00:50:56:5c:5c:5c
app-14173,dvPG-vlan17,10.10.18.123,TRUE,00:50:56:82:82:82
db-14174,dvPG-vlan73,10.10.53.219,TRUE,00:50:56:b7:b7:b7
srv-14175,dvPG-vlan58,10.10.13.94,TRUE,00:50:56:18:18:18
app-14176,dvPG-vlan82,10.20.60.174,TRUE,00:50:56:8d:8d:8d
app-14177,dvPG-vlan54,10.10.9.210,TRUE,00:50:56:a4:a4:a4
mon-14178,dvPG-vlan22,10.20.19.166,TRUE,00:50:56:f1:f1:f1
srv-14179,dvPG-vlan46,10.10.11.82,TRUE,00:50:56:af:af:af
web-14180,dvPG-vlan61,10.10.22.3,TRUE,00:50:56:7b:7b:7b
db-14181,dvPG-vlan21,10.30.50.20,TRUE,00:50:56:55:55:55
cache-14182,dvPG-vlan72,10.10.5.76,TRUE,00:50:56:d7:d7:d7
srv-14183,dvPG-vlan68,10.20.8.66,TRUE,00:50:56:67:67:67
srv-14184,dvPG-vlan50,10.20.30.11,TRUE,00:50:56:dd:dd:dd
app-14186,dvPG-vlan58,10.20.42.105,TRUE,00:50:56:cc:cc:cc
web-14188,dvPG-vlan35,10.10.20.181,TRUE,00:50:56:72:72:72
srv-14189,dvPG-vlan77,10.10.21.17,TRUE,00:50:56:5b:5b:5b
db-14192,dvPG-vlan31,10.30.33.3,TRUE,00:50:56:56:56:56
app-14193,dvPG-vlan77,10.20.33.185,TRUE,00:50:56:ae:ae:ae
srv-14194,dvPG-vlan41,10.10.16.193,TRUE,00:50:56:83:83:83
app-14195,dvPG-vlan69,10.30.48.100,TRUE,00:50:56:04:04:04
app-14196,dvPG-vlan34,10.10.23.162,TRUE,00:50:56:37:37:37
srv-14197,dvPG-vlan60,10.30.31.188,TRUE,00:50:56:2d:2d:2d
srv-14198,dvPG-vlan29,10.10.44.101,TRUE,00:50:56:97:97:97
srv-14199,dvPG-vlan62,10.10.4.178,TRUE,00:50:56:2e:2e:2e
srv-14200,dvPG-vlan40,10.10.20.115,TRUE,00:50:56:40:40:40
srv-14202,dvPG-vlan71,10.10.50.201,TRUE,00:50:56:1f:1f:1f
app-14203,dvPG-vlan46,10.10.52.187,TRUE,00:50:56:e3:e3:e3
srv-14204,dvPG-vlan85,10.10.31.49,TRUE,00:50:56:ea:ea:ea
app-14205,dvPG-vlan56,10.20.15.131,TRUE,00:50:56:7d:7d:7d
app-14206,dvPG-vlan68,10.10.50.111,TRUE,00:50:56:28:28:28
srv-14207,dvPG-vlan51,10.10.44.97,TRUE,00:50:56:6b:6b:6b
srv-14208,dvPG-vlan57,10.10.56.49,TRUE,00:50:56:82:82:82
app-14209,dvPG-vlan69,10.10.12.166,TRUE,00:50:56:d9:d9:d9
mon-14211,dvPG-vlan20,10.10.42.105,TRUE,00:50:56:82:82:82
app-14212,dvPG-vlan71,10.20.28.135,TRUE,00:50:56:88:88:88
app-14213,dvPG-vlan19,10.10.58.66,TRUE,00:50:56:ca:ca:ca
srv-14214,dvPG-vlan30,10.20.33.104,TRUE,00:50:56:f7:f7:f7
app-14215,dvPG-vlan19,10.30.58.121,TRUE,00:50:56:9c:9c:9c
app-14216,dvPG-vlan24,10.10.24.11,TRUE,00:50:56:89:89:89
web-14217,dvPG-vlan71,10.10.55.94,TRUE,00:50:56:15:15:15
app-14218,dvPG-vlan74,10.30.48.114,TRUE,00:50:56:f5:f5:f5
app-14219,dvPG-vlan35,10.10.25.76,TRUE,00:50:56:c7:c7:c7
app-14220,dvPG-vlan75,10.20.24.102,TRUE,00:50:56:14:14:14
web-14221,dvPG-vlan86,10.20.24.49,TRUE,00:50:56:a2:a2:a2
app-14222,dvPG-vlan86,10.10.16.68,TRUE,00:50:56:27:27:27
srv-14223,dvPG-vlan47,10.10.56.95,TRUE,00:50:56:60:60:60
app-14224,dvPG-vlan68,10.10.8.200,TRUE,00:50:56:1e:1e:1e
srv-14225,dvPG-vlan76,10.10.8.127,TRUE,00:50:56:a0:a0:a0
srv-14226,dvPG-vlan28,10.10.28.225,TRUE,00:50:56:00:00:00
db-14228,dvPG-vlan35,10.30.28.201,TRUE,00:50:56:b5:b5:b5
srv-14229,dvPG-vlan79,10.10.42.160,TRUE,00:50:56:8c:8c:8c
db-14230,dvPG-vlan55,10.30.22.14,TRUE,00:50:56:0a:0a:0a
app-14232,dvPG-vlan68,10.30.26.20,TRUE,00:50:56:22:22:22
app-14233,dvPG-vlan33,10.10.41.216,TRUE,00:50:56:41:41:41
app-14234,dvPG-vlan39,10.20.17.71,TRUE,00:50:56:99:99:99
srv-14235,dvPG-vlan20,10.20.31.9,TRUE,00:50:56:d5:d5:d5
app-14236,dvPG-vlan89,10.20.54.194,TRUE,00:50:56:3c:3c:3c
srv-14237,dvPG-vlan33,10.10.26.78,TRUE,00:50:56:74:74:74
app-14238,dvPG-vlan70,10.20.3.15,TRUE,00:50:56:74:74:74
web-14239,dvPG-vlan90,10.10.12.141,TRUE,00:50:56:90:90:90
app-14240,dvPG-vlan46,10.10.43.121,TRUE,00:50:56:14:14:14
srv-14242,dvPG-vlan51,10.20.26.62,TRUE,00:50:56:97:97:97
db-14243,dvPG-vlan82,10.20.3.174,TRUE,00:50:56:1e:1e:1e
srv-14244,dvPG-vlan60,10.10.12.117,TRUE,00:50:56:de:de:de
srv-14245,dvPG-vlan59,10.20.26.61,TRUE,00:50:56:6e:6e:6e
srv-14246,dvPG-vlan54,10.10.18.106,TRUE,00:50:56:f2:f2:f2
app-14247,dvPG-vlan61,10.10.26.106,TRUE,00:50:56:29:29:29
app-14248,dvPG-vlan32,10.30.39.43,TRUE,00:50:56:21:21:21
web-14249,dvPG-vlan37,10.30.53.148,TRUE,00:50:56:c5:c5:c5
web-14250,dvPG-vlan57,10.10.45.16,TRUE,00:50:56:63:63:63
app-14251,dvPG-vlan38,10.20.30.9,TRUE,00:50:56:08:08:08
app-14252,dvPG-vlan86,10.10.38.230,TRUE,00:50:56:33:33:33
cache-14253,dvPG-vlan19,10.10.22.191,TRUE,00:50:56:8e:8e:8e
db-14254,dvPG-vlan16,10.10.36.215,TRUE,00:50:56:a2:a2:a2
app-14255,dvPG-vlan44,10.20.27.110,TRUE,00:50:56:6b:6b:6b
mon-14256,dvPG-vlan20,10.20.28.161,TRUE,00:50:56:63:63:63
app-14257,dvPG-vlan70,10.30.39.54,TRUE,00:50:56:32:32:32
db-14258,dvPG-vlan32,10.10.1.182,TRUE,00:50:56:f1:f1:f1
app-14259,dvPG-vlan44,10.20.26.203,TRUE,00:50:56:4d:4d:4d
app-14260,dvPG-vlan72,10.10.42.170,TRUE,00:50:56:b7:b7:b7
app-14261,dvPG-vlan65,10.10.36.209,TRUE,00:50:56:ef:ef:ef
app-14262,dvPG-vlan80,10.20.27.112,TRUE,00:50:56:52:52:52
cache-14265,dvPG-vlan61,10.10.21.92,TRUE,00:50:56:01:01:01
app-14267,dvPG-vlan21,10.10.49.94,TRUE,00:50:56:19:19:19
app-14268,dvPG-vlan35,10.10.30.113,TRUE,00:50:56:2d:2d:2d
srv-14270,dvPG-vlan40,10.10.48.51,TRUE,00:50:56:0b:0b:0b
app-14271,dvPG-vlan60,10.20.13.163,TRUE,00:50:56:3d:3d:3d
app-14272,dvPG-vlan67,10.10.41.90,TRUE,00:50:56:b6:b6:b6
srv-14273,dvPG-vlan51,10.10.9.135,TRUE,00:50:56:75:75:75
srv-14274,dvPG-vlan11,10.10.13.170,TRUE,00:50:56:96:96:96
app-14275,dvPG-vlan56,10.20.3.155,TRUE,00:50:56:89:89:89
srv-14276,dvPG-vlan87,10.20.4.113,TRUE,00:50:56:4d:4d:4d
srv-14277,dvPG-vlan17,10.10.53.148,TRUE,00:50:56:67:67:67
srv-14278,dvPG-vlan69,10.30.46.133,TRUE,00:50:56:f9:f9:f9
srv-14279,dvPG-vlan71,10.20.5.159,TRUE,00:50:56:58:58:58
web-14280,dvPG-vlan12,10.20.41.50,TRUE,00:50:56:6c:6c:6c
app-14281,dvPG-vlan86,10.10.27.200,TRUE,00:50:56:ba:ba:ba
srv-14282,dvPG-vlan83,10.30.17.5,TRUE,00:50:56:66:66:66
web-14283,dvPG-vlan14,10.20.44.48,TRUE,00:50:56:bf:bf:bf
app-14284,dvPG-vlan23,10.10.4.120,TRUE,00:50:56:72:72:72
app-14285,dvPG-vlan49,10.10.60.96,TRUE,00:50:56:af:af:af
app-14287,dvPG-vlan70,10.30.31.44,TRUE,00:50:56:40:40:40
app-14288,dvPG-vlan45,10.10.5.219,TRUE,00:50:56:c4:c4:c4
db-14289,dvPG-vlan60,10.10.36.87,TRUE,00:50:56:76:76:76
srv-14290,dvPG-vlan39,10.20.38.176,TRUE,00:50:56:af:af:af
app-14291,dvPG-vlan79,10.20.45.33,TRUE,00:50:56:d0:d0:d0
app-14292,dvPG-vlan69,10.20.57.64,TRUE,00:50:56:8f:8f:8f
mon-14293,dvPG-vlan18,10.30.23.76,TRUE,00:50:56:fc:fc:fc
app-14294,dvPG-vlan35,10.10.4.114,TRUE,00:50:56:75:75:75
srv-14295,dvPG-vlan35,10.10.56.27,TRUE,00:50:56:39:39:39
app-14296,dvPG-vlan83,10.10.19.112,TRUE,00:50:56:dd:dd:dd
app-14297,dvPG-vlan61,10.10.21.104,TRUE,00:50:56:df:df:df
app-14298,dvPG-vlan79,10.20.22.155,TRUE,00:50:56:22:22:22
app-14299,dvPG-vlan47,10.20.34.166,TRUE,00:50:56:b6:b6:b6
app-14301,dvPG-vlan27,10.10.28.58,TRUE,00:50:56:43:43:43
db-14302,dvPG-vlan42,10.20.58.50,TRUE,00:50:56:16:16:16
app-14303,dvPG-vlan21,10.10.18.228,TRUE,00:50:56:9e:9e:9e
srv-14304,dvPG-vlan90,10.10.23.56,TRUE,00:50:56:e5:e5:e5
app-14305,dvPG-vlan31,10.10.24.10,TRUE,00:50:56:f6:f6:f6
srv-14307,dvPG-vlan89,10.10.57.182,TRUE,00:50:56:75:75:75
app-14308,dvPG-vlan83,10.20.42.95,TRUE,00:50:56:bf:bf:bf
srv-14309,dvPG-vlan65,10.20.41.169,TRUE,00:50:56:ea:ea:ea
db-14310,dvPG-vlan30,10.20.24.182,TRUE,00:50:56:26:26:26
srv-14311,dvPG-vlan24,10.10.57.90,TRUE,00:50:56:d4:d4:d4
web-14312,dvPG-vlan56,10.10.34.34,TRUE,00:50:56:64:64:64
db-14313,dvPG-vlan70,10.20.4.107,TRUE,00:50:56:31:31:31
app-14314,dvPG-vlan33,10.10.6.14,TRUE,00:50:56:72:72:72
srv-14315,dvPG-vlan42,10.10.40.79,TRUE,00:50:56:d4:d4:d4
db-14316,dvPG-vlan35,10.30.32.245,TRUE,00:50:56:3e:3e:3e
srv-14317,dvPG-vlan14,10.10.30.215,TRUE,00:50:56:6f:6f:6f
srv-14318,dvPG-vlan85,10.10.14.60,TRUE,00:50:56:77:77:77
app-14319,dvPG-vlan87,10.10.26.202,TRUE,00:50:56:19:19:19
app-14321,dvPG-vlan39,10.20.22.126,TRUE,00:50:56:a5:a5:a5
web-14322,dvPG-vlan69,10.10.50.58,TRUE,00:50:56:01:01:01
db-14323,dvPG-vlan74,10.20.26.69,TRUE,00:50:56:a1:a1:a1
srv-14324,dvPG-vlan63,10.10.2.165,TRUE,00:50:56:df:df:df
web-14325,dvPG-vlan43,10.10.49.34,TRUE,00:50:56:50:50:50
srv-14326,dvPG-vlan85,10.10.11.181,TRUE,00:50:56:23:23:23
app-14328,dvPG-vlan89,10.30.15.198,TRUE,00:50:56:92:92:92
app-14329,dvPG-vlan86,10.30.21.153,TRUE,00:50:56:ac:ac:ac
app-14330,dvPG-vlan41,10.30.50.172,TRUE,00:50:56:ab:ab:ab
app-14331,dvPG-vlan58,10.10.9.148,TRUE,00:50:56:d4:d4:d4
srv-14332,dvPG-vlan11,10.10.8.102,TRUE,00:50:56:69:69:69
app-14333,dvPG-vlan66,10.20.54.55,TRUE,00:50:56:c7:c7:c7
app-14334,dvPG-vlan59,10.30.59.236,TRUE,00:50:56:c9:c9:c9
srv-14335,dvPG-vlan30,10.20.58.62,TRUE,00:50:56:2f:2f:2f
srv-14337,dvPG-vlan66,10.10.1.28,TRUE,00:50:56:e4:e4:e4
app-14338,dvPG-vlan56,10.20.46.176,TRUE,00:50:56:bd:bd:bd
app-14339,dvPG-vlan25,10.20.34.69,TRUE,00:50:56:66:66:66
srv-14340,dvPG-vlan54,10.10.30.228,TRUE,00:50:56:39:39:39
srv-14343,dvPG-vlan45,10.20.43.243,TRUE,00:50:56:70:70:70
db-14344,dvPG-vlan89,10.20.43.69,TRUE,00:50:56:b6:b6:b6
app-14345,dvPG-vlan20,10.20.30.67,TRUE,00:50:56:fd:fd:fd
srv-14346,dvPG-vlan88,10.20.39.152,TRUE,00:50:56:57:57:57
db-14348,dvPG-vlan12,10.10.19.58,TRUE,00:50:56:fb:fb:fb
cache-14349,dvPG-vlan36,10.20.16.116,TRUE,00:50:56:68:68:68
app-14350,dvPG-vlan73,10.10.25.215,TRUE,00:50:56:aa:aa:aa
srv-14352,dvPG-vlan78,10.20.14.189,TRUE,00:50:56:7e:7e:7e
srv-14354,dvPG-vlan71,10.10.24.138,TRUE,00:50:56:15:15:15
app-14355,dvPG-vlan47,10.10.30.185,TRUE,00:50:56:7a:7a:7a
srv-14357,dvPG-vlan90,10.30.34.142,TRUE,00:50:56:80:80:80
app-14358,dvPG-vlan11,10.20.34.107,TRUE,00:50:56:a7:a7:a7
app-14359,dvPG-vlan72,10.10.41.91,TRUE,00:50:56:f2:f2:f2
srv-14360,dvPG-vlan19,10.10.7.128,TRUE,00:50:56:d2:d2:d2
app-14361,dvPG-vlan65,10.30.27.71,TRUE,00:50:56:a2:a2:a2
web-14362,dvPG-vlan43,10.20.12.31,TRUE,00:50:56:53:53:53
app-14364,dvPG-vlan52,10.10.47.197,TRUE,00:50:56:23:23:23
app-14365,dvPG-vlan59,10.10.40.202,TRUE,00:50:56:e2:e2:e2
app-14366,dvPG-vlan63,10.10.2.111,TRUE,00:50:56:44:44:44
app-14368,dvPG-vlan69,10.10.29.191,TRUE,00:50:56:17:17:17
app-14369,dvPG-vlan16,10.10.20.72,TRUE,00:50:56:82:82:82
srv-14370,dvPG-vlan74,10.10.21.229,TRUE,00:50:56:df:df:df
db-14371,dvPG-vlan80,10.10.57.100,TRUE,00:50:56:a0:a0:a0
srv-14372,dvPG-vlan50,10.10.12.227,TRUE,00:50:56:00:00:00
db-14373,dvPG-vlan26,10.10.20.104,TRUE,00:50:56:73:73:73
srv-14374,dvPG-vlan11,10.20.3.20,TRUE,00:50:56:e3:e3:e3
srv-14375,dvPG-vlan39,10.10.48.144,TRUE,00:50:56:a7:a7:a7
app-14376,dvPG-vlan22,10.10.37.42,TRUE,00:50:56:a6:a6:a6
web-14377,dvPG-vlan61,10.10.47.123,TRUE,00:50:56:bf:bf:bf
app-14378,dvPG-vlan71,10.20.14.77,TRUE,00:50:56:4c:4c:4c
web-14379,dvPG-vlan16,10.10.15.46,TRUE,00:50:56:dc:dc:dc
db-14380,dvPG-vlan68,10.10.4.84,TRUE,00:50:56:ad:ad:ad
app-14381,dvPG-vlan22,10.20.46.3,TRUE,00:50:56:13:13:13
cache-14382,dvPG-vlan56,10.10.55.157,TRUE,00:50:56:2c:2c:2c
srv-14383,dvPG-vlan24,10.10.15.130,TRUE,00:50:56:99:99:99
app-14385,dvPG-vlan69,10.10.20.248,TRUE,00:50:56:f6:f6:f6
mon-14386,dvPG-vlan75,10.30.54.42,TRUE,00:50:56:09:09:09
web-14387,dvPG-vlan26,10.10.11.61,TRUE,00:50:56:42:42:42
db-14388,dvPG-vlan19,10.20.26.196,TRUE,00:50:56:a6:a6:a6
web-14390,dvPG-vlan31,10.20.38.207,TRUE,00:50:56:d5:d5:d5
srv-14391,dvPG-vlan18,10.20.34.173,TRUE,00:50:56:76:76:76
cache-14392,dvPG-vlan21,10.20.8.219,TRUE,00:50:56:4a:4a:4a
app-14393,dvPG-vlan33,10.30.32.59,TRUE,00:50:56:bb:bb:bb
db-14394,dvPG-vlan53,10.10.44.154,TRUE,00:50:56:f0:f0:f0
web-14396,dvPG-vlan81,10.10.6.182,TRUE,00:50:56:c2:c2:c2
db-14398,dvPG-vlan89,10.10.51.163,TRUE,00:50:56:4b:4b:4b
app-14399,dvPG-vlan58,10.10.48.113,TRUE,00:50:56:75:75:75
app-14400,dvPG-vlan16,10.20.25.130,TRUE,00:50:56:41:41:41
srv-14401,dvPG-vlan14,10.10.37.173,TRUE,00:50:56:5c:5c:5c
app-14402,dvPG-vlan15,10.10.46.235,TRUE,00:50:56:f5:f5:f5
app-14403,dvPG-vlan57,10.10.6.62,TRUE,00:50:56:30:30:30
app-14404,dvPG-vlan82,10.10.31.161,TRUE,00:50:56:cc:cc:cc
web-14405,dvPG-vlan72,10.20.26.56,TRUE,00:50:56:12:12:12
web-14406,dvPG-vlan15,10.30.35.247,TRUE,00:50:56:59:59:59
app-14407,dvPG-vlan55,10.30.52.169,TRUE,00:50:56:18:18:18
app-14409,dvPG-vlan57,10.10.39.233,TRUE,00:50:56:a5:a5:a5
app-14410,dvPG-vlan79,10.10.22.146,TRUE,00:50:56:35:35:35
db-14411,dvPG-vlan73,10.10.9.158,TRUE,00:50:56:67:67:67
web-14412,dvPG-vlan19,10.10.3.126,TRUE,00:50:56:40:40:40
web-14413,dvPG-vlan34,10.20.17.81,TRUE,00:50:56:22:22:22
db-14414,dvPG-vlan66,10.10.37.63,TRUE,00:50:56:a8:a8:a8
srv-14415,dvPG-vlan89,10.10.58.2,TRUE,00:50:56:fc:fc:fc
app-14416,dvPG-vlan12,10.10.2.228,TRUE,00:50:56:2a:2a:2a
srv-14417,dvPG-vlan38,10.10.24.22,TRUE,00:50:56:8f:8f:8f
app-14418,dvPG-vlan87,10.20.35.109,TRUE,00:50:56:bc:bc:bc
srv-14420,dvPG-vlan44,10.10.49.247,TRUE,00:50:56:db:db:db
web-14422,dvPG-vlan27,10.10.48.19,TRUE,00:50:56:bb:bb:bb
app-14423,dvPG-vlan15,10.10.17.152,TRUE,00:50:56:63:63:63
srv-14424,dvPG-vlan30,10.20.27.146,TRUE,00:50:56:c9:c9:c9
mon-14425,dvPG-vlan13,10.10.19.177,TRUE,00:50:56:83:83:83
app-14426,dvPG-vlan73,10.10.12.99,TRUE,00:50:56:5c:5c:5c
app-14427,dvPG-vlan69,10.30.17.121,TRUE,00:50:56:bf:bf:bf
app-14428,dvPG-vlan27,10.10.50.123,TRUE,00:50:56:64:64:64
app-14429,dvPG-vlan60,10.20.48.131,TRUE,00:50:56:73:73:73
srv-14430,dvPG-vlan39,10.30.24.206,TRUE,00:50:56:96:96:96
srv-14431,dvPG-vlan52,10.30.38.216,TRUE,00:50:56:da:da:da
app-14432,dvPG-vlan78,10.20.34.24,TRUE,00:50:56:a0:a0:a0
srv-14433,dvPG-vlan26,10.10.54.182,TRUE,00:50:56:71:71:71
app-14434,dvPG-vlan60,10.20.23.120,TRUE,00:50:56:3b:3b:3b
app-14435,dvPG-vlan79,10.20.55.229,TRUE,00:50:56:e2:e2:e2
app-14436,dvPG-vlan78,10.10.17.45,TRUE,00:50:56:36:36:36
web-14437,dvPG-vlan88,10.20.44.231,TRUE,00:50:56:46:46:46
srv-14438,dvPG-vlan52,10.10.22.68,TRUE,00:50:56:99:99:99
app-14440,dvPG-vlan55,10.20.50.127,TRUE,00:50:56:dd:dd:dd
cache-14441,dvPG-vlan29,10.10.23.38,TRUE,00:50:56:fb:fb:fb
srv-14443,dvPG-vlan14,10.10.32.169,TRUE,00:50:56:00:00:00
app-14444,dvPG-vlan72,10.20.17.197,TRUE,00:50:56:8c:8c:8c
app-14446,dvPG-vlan11,10.10.3.124,TRUE,00:50:56:dc:dc:dc
web-14447,dvPG-vlan83,10.10.33.43,TRUE,00:50:56:b0:b0:b0
app-14448,dvPG-vlan79,10.20.54.84,TRUE,00:50:56:b7:b7:b7
db-14449,dvPG-vlan56,10.10.33.249,TRUE,00:50:56:69:69:69
db-14450,dvPG-vlan50,10.10.53.178,TRUE,00:50:56:91:91:91
app-14451,dvPG-vlan11,10.20.16.20,TRUE,00:50:56:38:38:38
web-14452,dvPG-vlan28,10.10.17.235,TRUE,00:50:56:6b:6b:6b
srv-14453,dvPG-vlan74,10.20.41.53,TRUE,00:50:56:ba:ba:ba
srv-14454,dvPG-vlan65,10.10.36.197,TRUE,00:50:56:57:57:57
db-14456,dvPG-vlan76,10.10.53.25,TRUE,00:50:56:1b:1b:1b
app-14457,dvPG-vlan69,10.10.36.18,TRUE,00:50:56:95:95:95
db-14458,dvPG-vlan62,10.10.32.76,TRUE,00:50:56:15:15:15
web-14459,dvPG-vlan67,10.10.35.96,TRUE,00:50:56:01:01:01
app-14460,dvPG-vlan60,10.10.7.225,TRUE,00:50:56:76:76:76
db-14461,dvPG-vlan74,10.20.26.153,TRUE,00:50:56:b5:b5:b5
app-14462,dvPG-vlan78,10.20.1.107,TRUE,00:50:56:79:79:79
db-14463,dvPG-vlan53,10.20.17.176,TRUE,00:50:56:64:64:64
srv-14464,dvPG-vlan26,10.10.29.218,TRUE,00:50:56:4b:4b:4b
srv-14466,dvPG-vlan13,10.20.60.26,TRUE,00:50:56:e6:e6:e6
srv-14467,dvPG-vlan88,10.10.42.2,TRUE,00:50:56:16:16:16
mon-14468,dvPG-vlan12,10.10.24.178,TRUE,00:50:56:93:93:93
srv-14470,dvPG-vlan35,10.20.32.72,TRUE,00:50:56:66:66:66
srv-14471,dvPG-vlan85,10.10.32.84,TRUE,00:50:56:1a:1a:1a
db-14472,dvPG-vlan68,10.20.21.37,TRUE,00:50:56:ad:ad:ad
srv-14473,dvPG-vlan83,10.10.5.88,TRUE,00:50:56:03:03:03
app-14474,dvPG-vlan74,10.10.11.76,TRUE,00:50:56:71:71:71
app-14475,dvPG-vlan47,10.20.20.56,TRUE,00:50:56:b9:b9:b9
web-14476,dvPG-vlan69,10.10.36.19,TRUE,00:50:56:91:91:91
srv-14477,dvPG-vlan62,10.20.35.127,TRUE,00:50:56:f7:f7:f7
app-14478,dvPG-vlan24,10.10.37.116,TRUE,00:50:56:b9:b9:b9
app-14479,dvPG-vlan27,10.20.21.7,TRUE,00:50:56:66:66:66
app-14480,dvPG-vlan88,10.20.5.32,TRUE,00:50:56:2f:2f:2f
app-14482,dvPG-vlan65,10.10.17.5,TRUE,00:50:56:f2:f2:f2
app-14483,dvPG-vlan57,10.20.55.12,TRUE,00:50:56:56:56:56
srv-14485,dvPG-vlan34,10.20.4.34,TRUE,00:50:56:9a:9a:9a
srv-14486,dvPG-vlan55,10.10.25.58,TRUE,00:50:56:b6:b6:b6
web-14488,dvPG-vlan84,10.10.37.127,TRUE,00:50:56:a2:a2:a2
app-14489,dvPG-vlan39,10.10.1.96,TRUE,00:50:56:c1:c1:c1
app-14490,dvPG-vlan56,10.30.22.151,TRUE,00:50:56:81:81:81
