VM,Disk,Capacity (GB),Disk Mode,Disk Type,Path
srv-13216,Hard disk 1,50,persistent,THIN,/
srv-13218,Hard disk 1,50,persistent,THIN,/
srv-13219,Hard disk 1,50,persistent,THIN,/
srv-13220,Hard disk 1,50,persistent,THIN,/
app-13221,Hard disk 1,50,persistent,THIN,/
app-13221,Hard disk 2,87,persistent,THIN,/data
app-13222,Hard disk 1,50,persistent,THIN,/
app-13222,Hard disk 2,112,persistent,THIN,/data
app-13223,Hard disk 1,50,persistent,THIN,/
app-13223,Hard disk 2,112,persistent,THIN,/data
mon-13224,Hard disk 1,40,persistent,THIN,/
web-13225,Hard disk 1,40,persistent,THIN,/
app-13226,Hard disk 1,50,persistent,THIN,/
app-13226,Hard disk 2,114,persistent,THIN,/data
app-13228,Hard disk 1,50,persistent,THIN,/
app-13228,Hard disk 2,122,persistent,THIN,/data
web-13229,Hard disk 1,40,persistent,THIN,/
app-13230,Hard disk 1,50,persistent,THIN,/
app-13230,Hard disk 2,84,persistent,THIN,/data
srv-13231,Hard disk 1,50,persistent,THIN,/
app-13232,Hard disk 1,50,persistent,THIN,/
app-13232,Hard disk 2,87,persistent,THIN,/data
app-13233,Hard disk 1,50,persistent,THIN,/
app-13233,Hard disk 2,118,persistent,THIN,/data
mon-13235,Hard disk 1,40,persistent,THIN,/
srv-13236,Hard disk 1,50,persistent,THIN,/
app-13237,Hard disk 1,50,persistent,THIN,/
app-13237,Hard disk 2,116,persistent,THIN,/data
app-13238,Hard disk 1,50,persistent,THIN,/
app-13238,Hard disk 2,96,persistent,THIN,/data
srv-13239,Hard disk 1,50,persistent,THIN,/
app-13240,Hard disk 1,50,persistent,THIN,/
app-13240,Hard disk 2,119,persistent,THIN,/data
web-13242,Hard disk 1,40,persistent,THIN,/
srv-13243,Hard disk 1,50,persistent,THIN,/
app-13244,Hard disk 1,50,persistent,THIN,/
app-13244,Hard disk 2,86,persistent,THIN,/data
db-13245,Hard disk 1,50,persistent,THIN,/
db-13245,Hard disk 2,428,persistent,THIN,/data
app-13246,Hard disk 1,50,persistent,THIN,/
app-13246,Hard disk 2,117,persistent,THIN,/data
app-13247,Hard disk 1,50,persistent,THIN,/
app-13247,Hard disk 2,115,persistent,THIN,/data
db-13248,Hard disk 1,50,persistent,THIN,/
db-13248,Hard disk 2,415,persistent,THIN,/data
srv-13249,Hard disk 1,50,persistent,THIN,/
app-13250,Hard disk 1,50,persistent,THIN,/
app-13250,Hard disk 2,93,persistent,THIN,/data
app-13251,Hard disk 1,50,persistent,THIN,/
app-13251,Hard disk 2,80,persistent,THIN,/data
app-13253,Hard disk 1,50,persistent,THIN,/
app-13253,Hard disk 2,88,persistent,THIN,/data
mon-13254,Hard disk 1,40,persistent,THIN,/
app-13255,Hard disk 1,50,persistent,THIN,/
app-13255,Hard disk 2,118,persistent,THIN,/data
db-13256,Hard disk 1,50,persistent,THIN,/
db-13256,Hard disk 2,406,persistent,THIN,/data
web-13257,Hard disk 1,40,persistent,THIN,/
web-13258,Hard disk 1,40,persistent,THIN,/
srv-13259,Hard disk 1,50,persistent,THIN,/
srv-13260,Hard disk 1,50,persistent,THIN,/
mon-13261,Hard disk 1,40,persistent,THIN,/
srv-13263,Hard disk 1,50,persistent,THIN,/
srv-13264,Hard disk 1,50,persistent,THIN,/
app-13265,Hard disk 1,50,persistent,THIN,/
app-13265,Hard disk 2,87,persistent,THIN,/data
app-13266,Hard disk 1,50,persistent,THIN,/
app-13266,Hard disk 2,88,persistent,THIN,/data
srv-13267,Hard disk 1,50,persistent,THIN,/
srv-13268,Hard disk 1,50,persistent,THIN,/
app-13269,Hard disk 1,50,persistent,THIN,/
app-13269,Hard disk 2,86,persistent,THIN,/data
srv-13270,Hard disk 1,50,persistent,THIN,/
srv-13272,Hard disk 1,50,persistent,THIN,/
db-13273,Hard disk 1,50,persistent,THIN,/
db-13273,Hard disk 2,403,persistent,THIN,/data
app-13274,Hard disk 1,50,persistent,THIN,/
app-13274,Hard disk 2,123,persistent,THIN,/data
srv-13275,Hard disk 1,50,persistent,THIN,/
app-13276,Hard disk 1,50,persistent,THIN,/
app-13276,Hard disk 2,116,persistent,THIN,/data
app-13277,Hard disk 1,50,persistent,THIN,/
app-13277,Hard disk 2,118,persistent,THIN,/data
srv-13278,Hard disk 1,50,persistent,THIN,/
srv-13279,Hard disk 1,50,persistent,THIN,/
srv-13280,Hard disk 1,50,persistent,THIN,/
web-13281,Hard disk 1,40,persistent,THIN,/
app-13282,Hard disk 1,50,persistent,THIN,/
app-13282,Hard disk 2,95,persistent,THIN,/data
app-13283,Hard disk 1,50,persistent,THIN,/
app-13283,Hard disk 2,101,persistent,THIN,/data
app-13284,Hard disk 1,50,persistent,THIN,/
app-13284,Hard disk 2,109,persistent,THIN,/data
db-13287,Hard disk 1,50,persistent,THIN,/
db-13287,Hard disk 2,411,persistent,THIN,/data
srv-13288,Hard disk 1,50,persistent,THIN,/
app-13289,Hard disk 1,50,persistent,THIN,/
app-13289,Hard disk 2,83,persistent,THIN,/data
mon-13290,Hard disk 1,40,persistent,THIN,/
srv-13292,Hard disk 1,50,persistent,THIN,/
app-13293,Hard disk 1,50,persistent,THIN,/
app-13293,Hard disk 2,80,persistent,THIN,/data
srv-13294,Hard disk 1,50,persistent,THIN,/
srv-13295,Hard disk 1,50,persistent,THIN,/
db-13296,Hard disk 1,50,persistent,THIN,/
db-13296,Hard disk 2,410,persistent,THIN,/data
app-13298,Hard disk 1,50,persistent,THIN,/
app-13298,Hard disk 2,92,persistent,THIN,/data
app-13299,Hard disk 1,50,persistent,THIN,/
app-13299,Hard disk 2,92,persistent,THIN,/data
app-13300,Hard disk 1,50,persistent,THIN,/
app-13300,Hard disk 2,108,persistent,THIN,/data
web-13301,Hard disk 1,40,persistent,THIN,/
db-13303,Hard disk 1,50,persistent,THIN,/
db-13303,Hard disk 2,450,persistent,THIN,/data
app-13304,Hard disk 1,50,persistent,THIN,/
app-13304,Hard disk 2,97,persistent,THIN,/data
srv-13305,Hard disk 1,50,persistent,THIN,/
app-13307,Hard disk 1,50,persistent,THIN,/
app-13307,Hard disk 2,96,persistent,THIN,/data
srv-13308,Hard disk 1,50,persistent,THIN,/
app-13309,Hard disk 1,50,persistent,THIN,/
app-13309,Hard disk 2,120,persistent,THIN,/data
srv-13310,Hard disk 1,50,persistent,THIN,/
db-13311,Hard disk 1,50,persistent,THIN,/
db-13311,Hard disk 2,447,persistent,THIN,/data
cache-13312,Hard disk 1,40,persistent,THIN,/
db-13313,Hard disk 1,50,persistent,THIN,/
db-13313,Hard disk 2,401,persistent,THIN,/data
db-13314,Hard disk 1,50,persistent,THIN,/
db-13314,Hard disk 2,403,persistent,THIN,/data
app-13315,Hard disk 1,50,persistent,THIN,/
app-13315,Hard disk 2,102,persistent,THIN,/data
db-13316,Hard disk 1,50,persistent,THIN,/
db-13316,Hard disk 2,421,persistent,THIN,/data
web-13317,Hard disk 1,40,persistent,THIN,/
srv-13318,Hard disk 1,50,persistent,THIN,/
app-13319,Hard disk 1,50,persistent,THIN,/
app-13319,Hard disk 2,93,persistent,THIN,/data
app-13320,Hard disk 1,50,persistent,THIN,/
app-13320,Hard disk 2,84,persistent,THIN,/data
app-13321,Hard disk 1,50,persistent,THIN,/
app-13321,Hard disk 2,124,persistent,THIN,/data
app-13322,Hard disk 1,50,persistent,THIN,/
app-13322,Hard disk 2,111,persistent,THIN,/data
app-13324,Hard disk 1,50,persistent,THIN,/
app-13324,Hard disk 2,84,persistent,THIN,/data
srv-13325,Hard disk 1,50,persistent,THIN,/
mon-13326,Hard disk 1,40,persistent,THIN,/
app-13328,Hard disk 1,50,persistent,THIN,/
app-13328,Hard disk 2,113,persistent,THIN,/data
db-13329,Hard disk 1,50,persistent,THIN,/
db-13329,Hard disk 2,437,persistent,THIN,/data
app-13330,Hard disk 1,50,persistent,THIN,/
app-13330,Hard disk 2,95,persistent,THIN,/data
srv-13331,Hard disk 1,50,persistent,THIN,/
app-13332,Hard disk 1,50,persistent,THIN,/
app-13332,Hard disk 2,115,persistent,THIN,/data
app-13333,Hard disk 1,50,persistent,THIN,/
app-13333,Hard disk 2,94,persistent,THIN,/data
web-13335,Hard disk 1,40,persistent,THIN,/
srv-13336,Hard disk 1,50,persistent,THIN,/
srv-13337,Hard disk 1,50,persistent,THIN,/
app-13338,Hard disk 1,50,persistent,THIN,/
app-13338,Hard disk 2,122,persistent,THIN,/data
app-13339,Hard disk 1,50,persistent,THIN,/
app-13339,Hard disk 2,129,persistent,THIN,/data
srv-13340,Hard disk 1,50,persistent,THIN,/
app-13341,Hard disk 1,50,persistent,THIN,/
app-13341,Hard disk 2,84,persistent,THIN,/data
web-13342,Hard disk 1,40,persistent,THIN,/
web-13343,Hard disk 1,40,persistent,THIN,/
db-13345,Hard disk 1,50,persistent,THIN,/
db-13345,Hard disk 2,441,persistent,THIN,/data
web-13346,Hard disk 1,40,persistent,THIN,/
srv-13347,Hard disk 1,50,persistent,THIN,/
app-13348,Hard disk 1,50,persistent,THIN,/
app-13348,Hard disk 2,120,persistent,THIN,/data
app-13349,Hard disk 1,50,persistent,THIN,/
app-13349,Hard disk 2,108,persistent,THIN,/data
app-13350,Hard disk 1,50,persistent,THIN,/
app-13350,Hard disk 2,109,persistent,THIN,/data
app-13351,Hard disk 1,50,persistent,THIN,/
app-13351,Hard disk 2,106,persistent,THIN,/data
srv-13352,Hard disk 1,50,persistent,THIN,/
app-13353,Hard disk 1,50,persistent,THIN,/
app-13353,Hard disk 2,100,persistent,THIN,/data
srv-13354,Hard disk 1,50,persistent,THIN,/
app-13355,Hard disk 1,50,persistent,THIN,/
app-13355,Hard disk 2,123,persistent,THIN,/data
srv-13356,Hard disk 1,50,persistent,THIN,/
srv-13357,Hard disk 1,50,persistent,THIN,/
app-13358,Hard disk 1,50,persistent,THIN,/
app-13358,Hard disk 2,99,persistent,THIN,/data
app-13359,Hard disk 1,50,persistent,THIN,/
app-13359,Hard disk 2,130,persistent,THIN,/data
app-13360,Hard disk 1,50,persistent,THIN,/
app-13360,Hard disk 2,118,persistent,THIN,/data
app-13361,Hard disk 1,50,persistent,THIN,/
app-13361,Hard disk 2,103,persistent,THIN,/data
app-13362,Hard disk 1,50,persistent,THIN,/
app-13362,Hard disk 2,120,persistent,THIN,/data
app-13364,Hard disk 1,50,persistent,THIN,/
app-13364,Hard disk 2,91,persistent,THIN,/data
app-13365,Hard disk 1,50,persistent,THIN,/
app-13365,Hard disk 2,119,persistent,THIN,/data
db-13366,Hard disk 1,50,persistent,THIN,/
db-13366,Hard disk 2,400,persistent,THIN,/data
srv-13367,Hard disk 1,50,persistent,THIN,/
db-13369,Hard disk 1,50,persistent,THIN,/
db-13369,Hard disk 2,445,persistent,THIN,/data
app-13370,Hard disk 1,50,persistent,THIN,/
app-13370,Hard disk 2,103,persistent,THIN,/data
srv-13371,Hard disk 1,50,persistent,THIN,/
app-13372,Hard disk 1,50,persistent,THIN,/
app-13372,Hard disk 2,84,persistent,THIN,/data
app-13373,Hard disk 1,50,persistent,THIN,/
app-13373,Hard disk 2,80,persistent,THIN,/data
app-13375,Hard disk 1,50,persistent,THIN,/
app-13375,Hard disk 2,95,persistent,THIN,/data
srv-13376,Hard disk 1,50,persistent,THIN,/
srv-13377,Hard disk 1,50,persistent,THIN,/
app-13380,Hard disk 1,50,persistent,THIN,/
app-13380,Hard disk 2,118,persistent,THIN,/data
db-13381,Hard disk 1,50,persistent,THIN,/
db-13381,Hard disk 2,422,persistent,THIN,/data
db-13382,Hard disk 1,50,persistent,THIN,/
db-13382,Hard disk 2,427,persistent,THIN,/data
db-13383,Hard disk 1,50,persistent,THIN,/
db-13383,Hard disk 2,425,persistent,THIN,/data
srv-13384,Hard disk 1,50,persistent,THIN,/
srv-13385,Hard disk 1,50,persistent,THIN,/
srv-13386,Hard disk 1,50,persistent,THIN,/
app-13387,Hard disk 1,50,persistent,THIN,/
app-13387,Hard disk 2,112,persistent,THIN,/data
db-13388,Hard disk 1,50,persistent,THIN,/
db-13388,Hard disk 2,442,persistent,THIN,/data
srv-13389,Hard disk 1,50,persistent,THIN,/
db-13390,Hard disk 1,50,persistent,THIN,/
db-13390,Hard disk 2,410,persistent,THIN,/data
db-13391,Hard disk 1,50,persistent,THIN,/
db-13391,Hard disk 2,436,persistent,THIN,/data
app-13392,Hard disk 1,50,persistent,THIN,/
app-13392,Hard disk 2,107,persistent,THIN,/data
app-13393,Hard disk 1,50,persistent,THIN,/
app-13393,Hard disk 2,111,persistent,THIN,/data
srv-13395,Hard disk 1,50,persistent,THIN,/
app-13396,Hard disk 1,50,persistent,THIN,/
app-13396,Hard disk 2,105,persistent,THIN,/data
app-13397,Hard disk 1,50,persistent,THIN,/
app-13397,Hard disk 2,122,persistent,THIN,/data
app-13399,Hard disk 1,50,persistent,THIN,/
app-13399,Hard disk 2,95,persistent,THIN,/data
web-13401,Hard disk 1,40,persistent,THIN,/
srv-13402,Hard disk 1,50,persistent,THIN,/
app-13403,Hard disk 1,50,persistent,THIN,/
app-13403,Hard disk 2,109,persistent,THIN,/data
cache-13404,Hard disk 1,40,persistent,THIN,/
app-13405,Hard disk 1,50,persistent,THIN,/
app-13405,Hard disk 2,125,persistent,THIN,/data
app-13406,Hard disk 1,50,persistent,THIN,/
app-13406,Hard disk 2,120,persistent,THIN,/data
cache-13408,Hard disk 1,40,persistent,THIN,/
app-13409,Hard disk 1,50,persistent,THIN,/
app-13409,Hard disk 2,107,persistent,THIN,/data
srv-13410,Hard disk 1,50,persistent,THIN,/
app-13411,Hard disk 1,50,persistent,THIN,/
app-13411,Hard disk 2,121,persistent,THIN,/data
web-13412,Hard disk 1,40,persistent,THIN,/
db-13413,Hard disk 1,50,persistent,THIN,/
db-13413,Hard disk 2,447,persistent,THIN,/data
app-13414,Hard disk 1,50,persistent,THIN,/
app-13414,Hard disk 2,115,persistent,THIN,/data
cache-13415,Hard disk 1,40,persistent,THIN,/
app-13416,Hard disk 1,50,persistent,THIN,/
app-13416,Hard disk 2,97,persistent,THIN,/data
web-13417,Hard disk 1,40,persistent,THIN,/
app-13418,Hard disk 1,50,persistent,THIN,/
app-13418,Hard disk 2,94,persistent,THIN,/data
db-13419,Hard disk 1,50,persistent,THIN,/
db-13419,Hard disk 2,417,persistent,THIN,/data
app-13420,Hard disk 1,50,persistent,THIN,/
app-13420,Hard disk 2,87,persistent,THIN,/data
web-13421,Hard disk 1,40,persistent,THIN,/
app-13423,Hard disk 1,50,persistent,THIN,/
app-13423,Hard disk 2,80,persistent,THIN,/data
web-13424,Hard disk 1,40,persistent,THIN,/
srv-13425,Hard disk 1,50,persistent,THIN,/
db-13427,Hard disk 1,50,persistent,THIN,/
db-13427,Hard disk 2,405,persistent,THIN,/data
app-13428,Hard disk 1,50,persistent,THIN,/
app-13428,Hard disk 2,97,persistent,THIN,/data
app-13429,Hard disk 1,50,persistent,THIN,/
app-13429,Hard disk 2,90,persistent,THIN,/data
srv-13430,Hard disk 1,50,persistent,THIN,/
srv-13432,Hard disk 1,50,persistent,THIN,/
web-13433,Hard disk 1,40,persistent,THIN,/
web-13435,Hard disk 1,40,persistent,THIN,/
web-13436,Hard disk 1,40,persistent,THIN,/
web-13437,Hard disk 1,40,persistent,THIN,/
app-13438,Hard disk 1,50,persistent,THIN,/
app-13438,Hard disk 2,122,persistent,THIN,/data
srv-13439,Hard disk 1,50,persistent,THIN,/
cache-13440,Hard disk 1,40,persistent,THIN,/
mon-13442,Hard disk 1,40,persistent,THIN,/
srv-13443,Hard disk 1,50,persistent,THIN,/
app-13444,Hard disk 1,50,persistent,THIN,/
app-13444,Hard disk 2,109,persistent,THIN,/data
app-13446,Hard disk 1,50,persistent,THIN,/
app-13446,Hard disk 2,103,persistent,THIN,/data
srv-13447,Hard disk 1,50,persistent,THIN,/
app-13448,Hard disk 1,50,persistent,THIN,/
app-13448,Hard disk 2,80,persistent,THIN,/data
app-13449,Hard disk 1,50,persistent,THIN,/
app-13449,Hard disk 2,122,persistent,THIN,/data
srv-13450,Hard disk 1,50,persistent,THIN,/
app-13451,Hard disk 1,50,persistent,THIN,/
app-13451,Hard disk 2,119,persistent,THIN,/data
srv-13452,Hard disk 1,50,persistent,THIN,/
web-13453,Hard disk 1,40,persistent,THIN,/
app-13454,Hard disk 1,50,persistent,THIN,/
app-13454,Hard disk 2,113,persistent,THIN,/data
app-13455,Hard disk 1,50,persistent,THIN,/
app-13455,Hard disk 2,126,persistent,THIN,/data
app-13457,Hard disk 1,50,persistent,THIN,/
app-13457,Hard disk 2,114,persistent,THIN,/data
app-13458,Hard disk 1,50,persistent,THIN,/
app-13458,Hard disk 2,86,persistent,THIN,/data
srv-13459,Hard disk 1,50,persistent,THIN,/
srv-13460,Hard disk 1,50,persistent,THIN,/
app-13461,Hard disk 1,50,persistent,THIN,/
app-13461,Hard disk 2,119,persistent,THIN,/data
web-13462,Hard disk 1,40,persistent,THIN,/
app-13463,Hard disk 1,50,persistent,THIN,/
app-13463,Hard disk 2,84,persistent,THIN,/data
app-13465,Hard disk 1,50,persistent,THIN,/
app-13465,Hard disk 2,127,persistent,THIN,/data
srv-13466,Hard disk 1,50,persistent,THIN,/
srv-13467,Hard disk 1,50,persistent,THIN,/
web-13468,Hard disk 1,40,persistent,THIN,/
srv-13469,Hard disk 1,50,persistent,THIN,/
srv-13470,Hard disk 1,50,persistent,THIN,/
app-13471,Hard disk 1,50,persistent,THIN,/
app-13471,Hard disk 2,108,persistent,THIN,/data
app-13472,Hard disk 1,50,persistent,THIN,/
app-13472,Hard disk 2,90,persistent,THIN,/data
app-13473,Hard disk 1,50,persistent,THIN,/
app-13473,Hard disk 2,82,persistent,THIN,/data
app-13474,Hard disk 1,50,persistent,THIN,/
app-13474,Hard disk 2,128,persistent,THIN,/data
app-13476,Hard disk 1,50,persistent,THIN,/
app-13476,Hard disk 2,101,persistent,THIN,/data
app-13477,Hard disk 1,50,persistent,THIN,/
app-13477,Hard disk 2,91,persistent,THIN,/data
db-13478,Hard disk 1,50,persistent,THIN,/
db-13478,Hard disk 2,401,persistent,THIN,/data
app-13479,Hard disk 1,50,persistent,THIN,/
app-13479,Hard disk 2,99,persistent,THIN,/data
srv-13480,Hard disk 1,50,persistent,THIN,/
web-13483,Hard disk 1,40,persistent,THIN,/
srv-13484,Hard disk 1,50,persistent,THIN,/
app-13485,Hard disk 1,50,persistent,THIN,/
app-13485,Hard disk 2,106,persistent,THIN,/data
srv-13486,Hard disk 1,50,persistent,THIN,/
app-13487,Hard disk 1,50,persistent,THIN,/
app-13487,Hard disk 2,124,persistent,THIN,/data
srv-13489,Hard disk 1,50,persistent,THIN,/
app-13490,Hard disk 1,50,persistent,THIN,/
app-13490,Hard disk 2,108,persistent,THIN,/data
srv-13491,Hard disk 1,50,persistent,THIN,/
db-13492,Hard disk 1,50,persistent,THIN,/
db-13492,Hard disk 2,414,persistent,THIN,/data
app-13493,Hard disk 1,50,persistent,THIN,/
app-13493,Hard disk 2,93,persistent,THIN,/data
app-13494,Hard disk 1,50,persistent,THIN,/
app-13494,Hard disk 2,113,persistent,THIN,/data
app-13495,Hard disk 1,50,persistent,THIN,/
app-13495,Hard disk 2,112,persistent,THIN,/data
app-13496,Hard disk 1,50,persistent,THIN,/
app-13496,Hard disk 2,112,persistent,THIN,/data
app-13497,Hard disk 1,50,persistent,THIN,/
app-13497,Hard disk 2,122,persistent,THIN,/data
web-13498,Hard disk 1,40,persistent,THIN,/
app-13499,Hard disk 1,50,persistent,THIN,/
app-13499,Hard disk 2,84,persistent,THIN,/data
app-13500,Hard disk 1,50,persistent,THIN,/
app-13500,Hard disk 2,127,persistent,THIN,/data
db-13501,Hard disk 1,50,persistent,THIN,/
db-13501,Hard disk 2,439,persistent,THIN,/data
db-13503,Hard disk 1,50,persistent,THIN,/
db-13503,Hard disk 2,402,persistent,THIN,/data
app-13504,Hard disk 1,50,persistent,THIN,/
app-13504,Hard disk 2,117,persistent,THIN,/data
db-13505,Hard disk 1,50,persistent,THIN,/
db-13505,Hard disk 2,443,persistent,THIN,/data
app-13506,Hard disk 1,50,persistent,THIN,/
app-13506,Hard disk 2,102,persistent,THIN,/data
db-13507,Hard disk 1,50,persistent,THIN,/
db-13507,Hard disk 2,445,persistent,THIN,/data
mon-13508,Hard disk 1,40,persistent,THIN,/
app-13509,Hard disk 1,50,persistent,THIN,/
app-13509,Hard disk 2,90,persistent,THIN,/data
srv-13510,Hard disk 1,50,persistent,THIN,/
mon-13511,Hard disk 1,40,persistent,THIN,/
app-13512,Hard disk 1,50,persistent,THIN,/
app-13512,Hard disk 2,80,persistent,THIN,/data
app-13513,Hard disk 1,50,persistent,THIN,/
app-13513,Hard disk 2,92,persistent,THIN,/data
app-13514,Hard disk 1,50,persistent,THIN,/
app-13514,Hard disk 2,100,persistent,THIN,/data
app-13515,Hard disk 1,50,persistent,THIN,/
app-13515,Hard disk 2,119,persistent,THIN,/data
db-13517,Hard disk 1,50,persistent,THIN,/
db-13517,Hard disk 2,424,persistent,THIN,/data
db-13518,Hard disk 1,50,persistent,THIN,/
db-13518,Hard disk 2,408,persistent,THIN,/data
srv-13519,Hard disk 1,50,persistent,THIN,/
srv-13520,Hard disk 1,50,persistent,THIN,/
app-13521,Hard disk 1,50,persistent,THIN,/
app-13521,Hard disk 2,113,persistent,THIN,/data
srv-13522,Hard disk 1,50,persistent,THIN,/
srv-13523,Hard disk 1,50,persistent,THIN,/
app-13526,Hard disk 1,50,persistent,THIN,/
app-13526,Hard disk 2,102,persistent,THIN,/data
db-13528,Hard disk 1,50,persistent,THIN,/
db-13528,Hard disk 2,428,persistent,THIN,/data
app-13529,Hard disk 1,50,persistent,THIN,/
app-13529,Hard disk 2,85,persistent,THIN,/data
cache-13530,Hard disk 1,40,persistent,THIN,/
db-13531,Hard disk 1,50,persistent,THIN,/
db-13531,Hard disk 2,403,persistent,THIN,/data
app-13532,Hard disk 1,50,persistent,THIN,/
app-13532,Hard disk 2,129,persistent,THIN,/data
web-13533,Hard disk 1,40,persistent,THIN,/
app-13534,Hard disk 1,50,persistent,THIN,/
app-13534,Hard disk 2,92,persistent,THIN,/data
app-13535,Hard disk 1,50,persistent,THIN,/
app-13535,Hard disk 2,115,persistent,THIN,/data
app-13536,Hard disk 1,50,persistent,THIN,/
app-13536,Hard disk 2,127,persistent,THIN,/data
db-13537,Hard disk 1,50,persistent,THIN,/
db-13537,Hard disk 2,405,persistent,THIN,/data
app-13538,Hard disk 1,50,persistent,THIN,/
app-13538,Hard disk 2,86,persistent,THIN,/data
app-13539,Hard disk 1,50,persistent,THIN,/
app-13539,Hard disk 2,94,persistent,THIN,/data
app-13540,Hard disk 1,50,persistent,THIN,/
app-13540,Hard disk 2,108,persistent,THIN,/data
app-13541,Hard disk 1,50,persistent,THIN,/
app-13541,Hard disk 2,94,persistent,THIN,/data
srv-13542,Hard disk 1,50,persistent,THIN,/
srv-13543,Hard disk 1,50,persistent,THIN,/
srv-13544,Hard disk 1,50,persistent,THIN,/
app-13545,Hard disk 1,50,persistent,THIN,/
app-13545,Hard disk 2,100,persistent,THIN,/data
app-13546,Hard disk 1,50,persistent,THIN,/
app-13546,Hard disk 2,102,persistent,THIN,/data
srv-13547,Hard disk 1,50,persistent,THIN,/
db-13548,Hard disk 1,50,persistent,THIN,/
db-13548,Hard disk 2,449,persistent,THIN,/data
srv-13549,Hard disk 1,50,persistent,THIN,/
db-13550,Hard disk 1,50,persistent,THIN,/
db-13550,Hard disk 2,404,persistent,THIN,/data
srv-13551,Hard disk 1,50,persistent,THIN,/
app-13553,Hard disk 1,50,persistent,THIN,/
app-13553,Hard disk 2,97,persistent,THIN,/data
db-13554,Hard disk 1,50,persistent,THIN,/
db-13554,Hard disk 2,403,persistent,THIN,/data
app-13555,Hard disk 1,50,persistent,THIN,/
app-13555,Hard disk 2,120,persistent,THIN,/data
app-13556,Hard disk 1,50,persistent,THIN,/
app-13556,Hard disk 2,100,persistent,THIN,/data
app-13557,Hard disk 1,50,persistent,THIN,/
app-13557,Hard disk 2,108,persistent,THIN,/data
srv-13558,Hard disk 1,50,persistent,THIN,/
app-13559,Hard disk 1,50,persistent,THIN,/
app-13559,Hard disk 2,109,persistent,THIN,/data
app-13561,Hard disk 1,50,persistent,THIN,/
app-13561,Hard disk 2,90,persistent,THIN,/data
srv-13562,Hard disk 1,50,persistent,THIN,/
app-13563,Hard disk 1,50,persistent,THIN,/
app-13563,Hard disk 2,89,persistent,THIN,/data
web-13564,Hard disk 1,40,persistent,THIN,/
mon-13565,Hard disk 1,40,persistent,THIN,/
cache-13566,Hard disk 1,40,persistent,THIN,/
web-13567,Hard disk 1,40,persistent,THIN,/
app-13568,Hard disk 1,50,persistent,THIN,/
app-13568,Hard disk 2,89,persistent,THIN,/data
srv-13569,Hard disk 1,50,persistent,THIN,/
app-13570,Hard disk 1,50,persistent,THIN,/
app-13570,Hard disk 2,103,persistent,THIN,/data
app-13572,Hard disk 1,50,persistent,THIN,/
app-13572,Hard disk 2,96,persistent,THIN,/data
srv-13573,Hard disk 1,50,persistent,THIN,/
app-13574,Hard disk 1,50,persistent,THIN,/
app-13574,Hard disk 2,85,persistent,THIN,/data
app-13575,Hard disk 1,50,persistent,THIN,/
app-13575,Hard disk 2,114,persistent,THIN,/data
srv-13576,Hard disk 1,50,persistent,THIN,/
srv-13577,Hard disk 1,50,persistent,THIN,/
app-13578,Hard disk 1,50,persistent,THIN,/
app-13578,Hard disk 2,92,persistent,THIN,/data
app-13580,Hard disk 1,50,persistent,THIN,/
app-13580,Hard disk 2,80,persistent,THIN,/data
app-13581,Hard disk 1,50,persistent,THIN,/
app-13581,Hard disk 2,99,persistent,THIN,/data
app-13582,Hard disk 1,50,persistent,THIN,/
app-13582,Hard disk 2,127,persistent,THIN,/data
db-13583,Hard disk 1,50,persistent,THIN,/
db-13583,Hard disk 2,408,persistent,THIN,/data
db-13585,Hard disk 1,50,persistent,THIN,/
db-13585,Hard disk 2,434,persistent,THIN,/data
db-13586,Hard disk 1,50,persistent,THIN,/
db-13586,Hard disk 2,420,persistent,THIN,/data
app-13587,Hard disk 1,50,persistent,THIN,/
app-13587,Hard disk 2,119,persistent,THIN,/data
app-13588,Hard disk 1,50,persistent,THIN,/
app-13588,Hard disk 2,119,persistent,THIN,/data
app-13589,Hard disk 1,50,persistent,THIN,/
app-13589,Hard disk 2,104,persistent,THIN,/data
cache-13590,Hard disk 1,40,persistent,THIN,/
srv-13591,Hard disk 1,50,persistent,THIN,/
app-13592,Hard disk 1,50,persistent,THIN,/
app-13592,Hard disk 2,110,persistent,THIN,/data
app-13594,Hard disk 1,50,persistent,THIN,/
app-13594,Hard disk 2,103,persistent,THIN,/data
mon-13595,Hard disk 1,40,persistent,THIN,/
web-13596,Hard disk 1,40,persistent,THIN,/
srv-13597,Hard disk 1,50,persistent,THIN,/
app-13598,Hard disk 1,50,persistent,THIN,/
app-13598,Hard disk 2,97,persistent,THIN,/data
web-13599,Hard disk 1,40,persistent,THIN,/
srv-13600,Hard disk 1,50,persistent,THIN,/
srv-13601,Hard disk 1,50,persistent,THIN,/
app-13602,Hard disk 1,50,persistent,THIN,/
app-13602,Hard disk 2,109,persistent,THIN,/data
app-13603,Hard disk 1,50,persistent,THIN,/
app-13603,Hard disk 2,107,persistent,THIN,/data
srv-13604,Hard disk 1,50,persistent,THIN,/
app-13606,Hard disk 1,50,persistent,THIN,/
app-13606,Hard disk 2,113,persistent,THIN,/data
srv-13607,Hard disk 1,50,persistent,THIN,/
cache-13608,Hard disk 1,40,persistent,THIN,/
db-13609,Hard disk 1,50,persistent,THIN,/
db-13609,Hard disk 2,426,persistent,THIN,/data
app-13610,Hard disk 1,50,persistent,THIN,/
